admissionNo,firstName,lastName,classCode,guardianName,guardianRelation,guardianPhone,guardianEmail,academicYear
PAK00972,Qadir,Khan,11-OPAL,"Kishore Patel",Guardian,9765000972,kishore.patel.972@paramountkasrawad.edu,2025-2026
PAK00973,Sneha,Gaikwad,11-OPAL,"Vinod Shukla",Mother,9765000973,vinod.shukla.973@paramountkasrawad.edu,2025-2026
PAK00974,Alok,Kumar,11-OPAL,"Bharat Saxena",Parent,9765000974,bharat.saxena.974@paramountkasrawad.edu,2025-2026
PAK00975,Priya,Kapoor,11-OPAL,"Seema Rao",Parent,9765000975,seema.rao.975@paramountkasrawad.edu,2025-2026
PAK00976,Vijay,Khan,11-OPAL,"Ashok Verma",Guardian,9765000976,ashok.verma.976@paramountkasrawad.edu,2025-2026
PAK00977,Laxmi,Choudhary,11-OPAL,"Arvind Sharma",Parent,9765000977,arvind.sharma.977@paramountkasrawad.edu,2025-2026
PAK00978,Namrata,Saxena,11-OPAL,"Suresh Patel",Mother,9765000978,suresh.patel.978@paramountkasrawad.edu,2025-2026
PAK00979,Zaid,Khanna,11-OPAL,"Naresh Kumar",Mother,9765000979,naresh.kumar.979@paramountkasrawad.edu,2025-2026
PAK00980,Pooja,Saxena,11-OPAL,"Anil Pillai",Mother,9765000980,anil.pillai.980@paramountkasrawad.edu,2025-2026
PAK00981,Alok,Yadav,11-AMETHYST,"Meena Mirza",Father,9765000981,meena.mirza.981@paramountkasrawad.edu,2025-2026
PAK00982,Uma,Rao,11-AMETHYST,"Mahesh Chandel",Guardian,9765000982,mahesh.chandel.982@paramountkasrawad.edu,2025-2026
PAK00983,Ekta,Jadav,11-AMETHYST,"Mahesh Arora",Mother,9765000983,mahesh.arora.983@paramountkasrawad.edu,2025-2026
PAK00984,Rahul,Gaikwad,11-AMETHYST,"Deepa Chaurasia",Parent,9765000984,deepa.chaurasia.984@paramountkasrawad.edu,2025-2026
PAK00985,Gaurav,More,11-AMETHYST,"Nirmala Kumar",Parent,9765000985,nirmala.kumar.985@paramountkasrawad.edu,2025-2026
PAK00986,Deepak,Sidhu,11-AMETHYST,"Meena Jadav",Father,9765000986,meena.jadav.986@paramountkasrawad.edu,2025-2026
PAK00987,Avni,Kaur,11-AMETHYST,"Meena Nair",Guardian,9765000987,meena.nair.987@paramountkasrawad.edu,2025-2026
PAK00988,Mohit,Rajak,11-AMETHYST,"Naresh Sahu",Parent,9765000988,naresh.sahu.988@paramountkasrawad.edu,2025-2026
PAK00989,Sunita,Khan,11-AMETHYST,"Savita Choudhary",Father,9765000989,savita.choudhary.989@paramountkasrawad.edu,2025-2026
PAK00990,Ravi,Yadav,11-AMETHYST,"Naresh Dhillon",Parent,9765000990,naresh.dhillon.990@paramountkasrawad.edu,2025-2026
PAK00991,Jagdish,Pillai,11-AMETHYST,"Vinod Sahu",Father,9765000991,vinod.sahu.991@paramountkasrawad.edu,2025-2026
PAK00992,Nisha,Mehta,11-AMETHYST,"Arvind More",Parent,9765000992,arvind.more.992@paramountkasrawad.edu,2025-2026
PAK00993,Ajay,Gupta,11-AMETHYST,"Bharat Shukla",Mother,9765000993,bharat.shukla.993@paramountkasrawad.edu,2025-2026
PAK00994,Yash,Shukla,11-AMETHYST,"Savita Malhotra",Parent,9765000994,savita.malhotra.994@paramountkasrawad.edu,2025-2026
PAK00995,Zara,Reddy,11-AMETHYST,"Mahesh Dhillon",Father,9765000995,mahesh.dhillon.995@paramountkasrawad.edu,2025-2026
PAK00996,Vijay,Rajput,11-AMETHYST,"Kishore Khatri",Mother,9765000996,kishore.khatri.996@paramountkasrawad.edu,2025-2026
PAK00997,Divya,Khatri,11-AMETHYST,"Harish Mishra",Parent,9765000997,harish.mishra.997@paramountkasrawad.edu,2025-2026
PAK00998,Nisha,Kaur,11-AMETHYST,"Rekha Mehta",Father,9765000998,rekha.mehta.998@paramountkasrawad.edu,2025-2026
PAK00999,Aarav,Pillai,11-AMETHYST,"Vinod Soni",Parent,9765000999,vinod.soni.999@paramountkasrawad.edu,2025-2026
PAK01000,Om,Gaikwad,11-AMETHYST,"Arvind Salve",Father,9765001000,arvind.salve.1000@paramountkasrawad.edu,2025-2026
PAK01001,Tushar,Deshmukh,11-AMETHYST,"Arvind Khanna",Parent,9765001001,arvind.khanna.1001@paramountkasrawad.edu,2025-2026
PAK01002,Radha,Farooqui,11-AMETHYST,"Savita Qureshi",Father,9765001002,savita.qureshi.1002@paramountkasrawad.edu,2025-2026
PAK01003,Tanvi,Chaurasia,11-AMETHYST,"Rajesh Grewal",Guardian,9765001003,rajesh.grewal.1003@paramountkasrawad.edu,2025-2026
PAK01004,Ravi,Yadav,11-AMETHYST,"Priya Upadhyay",Parent,9765001004,priya.upadhyay.1004@paramountkasrawad.edu,2025-2026
PAK01005,Qadir,Chopra,11-AMETHYST,"Kishore Kumar",Parent,9765001005,kishore.kumar.1005@paramountkasrawad.edu,2025-2026
PAK01006,Jagdish,Salve,11-AMETHYST,"Nirmala Kaur",Guardian,9765001006,nirmala.kaur.1006@paramountkasrawad.edu,2025-2026
PAK01007,Ravi,Qureshi,11-AMETHYST,"Ramesh Farooqui",Mother,9765001007,ramesh.farooqui.1007@paramountkasrawad.edu,2025-2026
PAK01008,Amita,Kaur,11-AMETHYST,"Suresh Salve",Father,9765001008,suresh.salve.1008@paramountkasrawad.edu,2025-2026
PAK01009,Isha,Mirza,11-AMETHYST,"Ashok Gupta",Father,9765001009,ashok.gupta.1009@paramountkasrawad.edu,2025-2026
PAK01010,Waqar,Upadhyay,11-AMETHYST,"Rekha Grewal",Father,9765001010,rekha.grewal.1010@paramountkasrawad.edu,2025-2026
PAK01011,Omkar,Patel,11-AMETHYST,"Ashok Trivedi",Guardian,9765001011,ashok.trivedi.1011@paramountkasrawad.edu,2025-2026
PAK01012,Sanjay,Saxena,11-AMETHYST,"Priya Pandey",Mother,9765001012,priya.pandey.1012@paramountkasrawad.edu,2025-2026
PAK01013,Uma,Rajak,11-AMETHYST,"Naresh Chopra",Guardian,9765001013,naresh.chopra.1013@paramountkasrawad.edu,2025-2026
PAK01014,Chetan,Kumar,11-AMETHYST,"Meena Sharma",Guardian,9765001014,meena.sharma.1014@paramountkasrawad.edu,2025-2026
PAK01015,Jagdish,Chopra,11-AMETHYST,"Seema Reddy",Mother,9765001015,seema.reddy.1015@paramountkasrawad.edu,2025-2026
PAK01016,Arjun,Arora,11-PEARL,"Bharat Grewal",Parent,9765001016,bharat.grewal.1016@paramountkasrawad.edu,2025-2026
PAK01017,Keerat,Bhat,11-PEARL,"Jagdish Deshmukh",Parent,9765001017,jagdish.deshmukh.1017@paramountkasrawad.edu,2025-2026
PAK01018,Amita,Naik,11-PEARL,"Rekha Rao",Guardian,9765001018,rekha.rao.1018@paramountkasrawad.edu,2025-2026
PAK01019,Harsh,Reddy,11-PEARL,"Harish Khatri",Mother,9765001019,harish.khatri.1019@paramountkasrawad.edu,2025-2026
PAK01020,Rahul,Yadav,11-PEARL,"Arvind Salve",Parent,9765001020,arvind.salve.1020@paramountkasrawad.edu,2025-2026
PAK01021,Neha,Mirza,11-PEARL,"Suresh Rajput",Parent,9765001021,suresh.rajput.1021@paramountkasrawad.edu,2025-2026
PAK01022,Mohit,Sahu,11-PEARL,"Kishore Malhotra",Mother,9765001022,kishore.malhotra.1022@paramountkasrawad.edu,2025-2026
PAK01023,Sanskriti,Rajak,11-PEARL,"Kavita Sahu",Parent,9765001023,kavita.sahu.1023@paramountkasrawad.edu,2025-2026
PAK01024,Ujjwal,Khan,11-PEARL,"Kavita Choudhary",Mother,9765001024,kavita.choudhary.1024@paramountkasrawad.edu,2025-2026
PAK01025,Radha,Reddy,11-PEARL,"Sanjeev Desai",Mother,9765001025,sanjeev.desai.1025@paramountkasrawad.edu,2025-2026
PAK01026,Radha,Shah,11-PEARL,"Nirmala Khan",Parent,9765001026,nirmala.khan.1026@paramountkasrawad.edu,2025-2026
PAK01027,Aryan,Arora,11-PEARL,"Kavita Gupta",Mother,9765001027,kavita.gupta.1027@paramountkasrawad.edu,2025-2026
PAK01028,Vaishnavi,Choudhary,11-PEARL,"Priya Khatri",Guardian,9765001028,priya.khatri.1028@paramountkasrawad.edu,2025-2026
PAK01029,Isha,Dubey,11-PEARL,"Harish Joshi",Parent,9765001029,harish.joshi.1029@paramountkasrawad.edu,2025-2026
PAK01030,Radha,Khan,11-PEARL,"Nirmala Khatri",Mother,9765001030,nirmala.khatri.1030@paramountkasrawad.edu,2025-2026
PAK01031,Gaurav,Qureshi,11-PEARL,"Seema Joshi",Mother,9765001031,seema.joshi.1031@paramountkasrawad.edu,2025-2026
PAK01032,Sunita,Salve,11-PEARL,"Sanjeev Kumar",Father,9765001032,sanjeev.kumar.1032@paramountkasrawad.edu,2025-2026
PAK01033,Rakesh,Gaikwad,11-PEARL,"Arvind Pandey",Mother,9765001033,arvind.pandey.1033@paramountkasrawad.edu,2025-2026
PAK01034,Sanskriti,Jadav,11-PEARL,"Ashok Koshal",Father,9765001034,ashok.koshal.1034@paramountkasrawad.edu,2025-2026
PAK01035,Sanskriti,Salve,11-PEARL,"Vinod Patel",Father,9765001035,vinod.patel.1035@paramountkasrawad.edu,2025-2026
PAK01036,Laxmi,Malhotra,11-PEARL,"Meena Farooqui",Guardian,9765001036,meena.farooqui.1036@paramountkasrawad.edu,2025-2026
PAK01037,Farhan,Grewal,11-PEARL,"Deepa Srivastava",Guardian,9765001037,deepa.srivastava.1037@paramountkasrawad.edu,2025-2026
PAK01038,Mohit,Choudhary,11-PEARL,"Anil Srivastava",Guardian,9765001038,anil.srivastava.1038@paramountkasrawad.edu,2025-2026
PAK01039,Bhavna,Khatri,11-PEARL,"Geeta Dubey",Parent,9765001039,geeta.dubey.1039@paramountkasrawad.edu,2025-2026
PAK01040,Arjun,Dubey,11-PEARL,"Rajesh Bhat",Father,9765001040,rajesh.bhat.1040@paramountkasrawad.edu,2025-2026
PAK01041,Jagdish,Gupta,11-PEARL,"Deepa Gupta",Guardian,9765001041,deepa.gupta.1041@paramountkasrawad.edu,2025-2026
PAK01042,Nisha,Rajak,11-PEARL,"Harish Dubey",Parent,9765001042,harish.dubey.1042@paramountkasrawad.edu,2025-2026
PAK01043,Jagdish,Joshi,11-PEARL,"Pankaj Sharma",Parent,9765001043,pankaj.sharma.1043@paramountkasrawad.edu,2025-2026
PAK01044,Kartik,Chaurasia,11-PEARL,"Bharat Chandel",Parent,9765001044,bharat.chandel.1044@paramountkasrawad.edu,2025-2026
PAK01045,Qadir,Gaikwad,11-PEARL,"Geeta Singh",Parent,9765001045,geeta.singh.1045@paramountkasrawad.edu,2025-2026
PAK01046,Kavya,Naik,11-PEARL,"Satish Saxena",Father,9765001046,satish.saxena.1046@paramountkasrawad.edu,2025-2026
PAK01047,Farhan,Saxena,11-PEARL,"Mahesh Bhat",Mother,9765001047,mahesh.bhat.1047@paramountkasrawad.edu,2025-2026
PAK01048,Aarav,Chopra,11-PEARL,"Suresh Deshmukh",Father,9765001048,suresh.deshmukh.1048@paramountkasrawad.edu,2025-2026
PAK01049,Sunita,Shukla,11-PEARL,"Seema Arora",Father,9765001049,seema.arora.1049@paramountkasrawad.edu,2025-2026
PAK01050,Ujjwal,Shah,11-PEARL,"Kishore Joshi",Mother,9765001050,kishore.joshi.1050@paramountkasrawad.edu,2025-2026
PAK01051,Alok,Chaurasia,12-RUBY,"Ramesh Gaikwad",Guardian,9765001051,ramesh.gaikwad.1051@paramountkasrawad.edu,2025-2026
PAK01052,Aryan,Chaurasia,12-RUBY,"Harish Kapoor",Mother,9765001052,harish.kapoor.1052@paramountkasrawad.edu,2025-2026
PAK01053,Zaid,Singh,12-RUBY,"Naresh Dhillon",Guardian,9765001053,naresh.dhillon.1053@paramountkasrawad.edu,2025-2026
PAK01054,Pooja,Singh,12-RUBY,"Nirmala Naik",Parent,9765001054,nirmala.naik.1054@paramountkasrawad.edu,2025-2026
PAK01055,Isha,Dhillon,12-RUBY,"Umesh Bhat",Parent,9765001055,umesh.bhat.1055@paramountkasrawad.edu,2025-2026
PAK01056,Sonia,Kapoor,12-RUBY,"Geeta Rao",Father,9765001056,geeta.rao.1056@paramountkasrawad.edu,2025-2026
PAK01057,Priya,Deshmukh,12-RUBY,"Naresh Khatri",Parent,9765001057,naresh.khatri.1057@paramountkasrawad.edu,2025-2026
PAK01058,Chetan,Desai,12-RUBY,"Geeta Menon",Father,9765001058,geeta.menon.1058@paramountkasrawad.edu,2025-2026
PAK01059,Yash,Sharma,12-RUBY,"Nirmala Shukla",Father,9765001059,nirmala.shukla.1059@paramountkasrawad.edu,2025-2026
PAK01060,Waqar,Kaur,12-RUBY,"Rajesh Khan",Guardian,9765001060,rajesh.khan.1060@paramountkasrawad.edu,2025-2026
PAK01061,Zara,Gupta,12-RUBY,"Savita Koshal",Father,9765001061,savita.koshal.1061@paramountkasrawad.edu,2025-2026
PAK01062,Ujjwal,Choudhary,12-RUBY,"Priya Gaikwad",Parent,9765001062,priya.gaikwad.1062@paramountkasrawad.edu,2025-2026
PAK01063,Sonia,Soni,12-RUBY,"Pankaj Gupta",Guardian,9765001063,pankaj.gupta.1063@paramountkasrawad.edu,2025-2026
PAK01064,Tarun,Khan,12-RUBY,"Deepa Gaikwad",Mother,9765001064,deepa.gaikwad.1064@paramountkasrawad.edu,2025-2026
PAK01065,Lakshmi,Rajak,12-RUBY,"Anil Kumar",Parent,9765001065,anil.kumar.1065@paramountkasrawad.edu,2025-2026
PAK01066,Neha,Patel,12-RUBY,"Bharat Yadav",Father,9765001066,bharat.yadav.1066@paramountkasrawad.edu,2025-2026
PAK01067,Mona,Pillai,12-RUBY,"Savita Chopra",Father,9765001067,savita.chopra.1067@paramountkasrawad.edu,2025-2026
PAK01068,Isha,Kaur,12-RUBY,"Ashok Jadav",Father,9765001068,ashok.jadav.1068@paramountkasrawad.edu,2025-2026
PAK01069,Amita,More,12-RUBY,"Umesh Reddy",Mother,9765001069,umesh.reddy.1069@paramountkasrawad.edu,2025-2026
PAK01070,Alok,Gaikwad,12-RUBY,"Harish Chopra",Father,9765001070,harish.chopra.1070@paramountkasrawad.edu,2025-2026
PAK01071,Omkar,Deshmukh,12-RUBY,"Meena Tiwari",Father,9765001071,meena.tiwari.1071@paramountkasrawad.edu,2025-2026
PAK01072,Isha,Farooqui,12-RUBY,"Mahesh Mehta",Guardian,9765001072,mahesh.mehta.1072@paramountkasrawad.edu,2025-2026
PAK01073,Ekta,Arora,12-RUBY,"Priya Dhillon",Mother,9765001073,priya.dhillon.1073@paramountkasrawad.edu,2025-2026
PAK01074,Bhavna,Chaurasia,12-RUBY,"Naresh Dubey",Mother,9765001074,naresh.dubey.1074@paramountkasrawad.edu,2025-2026
PAK01075,Neha,Jadav,12-RUBY,"Seema Desai",Mother,9765001075,seema.desai.1075@paramountkasrawad.edu,2025-2026
PAK01076,Vaishnavi,Reddy,12-RUBY,"Jagdish Choudhary",Parent,9765001076,jagdish.choudhary.1076@paramountkasrawad.edu,2025-2026
PAK01077,Gaurav,Kaur,12-RUBY,"Arvind Saxena",Mother,9765001077,arvind.saxena.1077@paramountkasrawad.edu,2025-2026
PAK01078,Isha,Deshmukh,12-RUBY,"Suresh Tiwari",Parent,9765001078,suresh.tiwari.1078@paramountkasrawad.edu,2025-2026
PAK01079,Arjun,Srivastava,12-RUBY,"Priya Reddy",Parent,9765001079,priya.reddy.1079@paramountkasrawad.edu,2025-2026
PAK01080,Amita,Tiwari,12-RUBY,"Satish Mehta",Father,9765001080,satish.mehta.1080@paramountkasrawad.edu,2025-2026
PAK01081,Zara,Sahu,12-RUBY,"Ashok Rao",Guardian,9765001081,ashok.rao.1081@paramountkasrawad.edu,2025-2026
PAK01082,Gaurav,Jadav,12-RUBY,"Kavita Naik",Mother,9765001082,kavita.naik.1082@paramountkasrawad.edu,2025-2026
PAK01083,Priya,Soni,12-RUBY,"Jagdish Nair",Mother,9765001083,jagdish.nair.1083@paramountkasrawad.edu,2025-2026
PAK01084,Waqar,Yadav,12-RUBY,"Savita Rajput",Parent,9765001084,savita.rajput.1084@paramountkasrawad.edu,2025-2026
PAK01085,Aarav,Dhillon,12-RUBY,"Pankaj Kumar",Mother,9765001085,pankaj.kumar.1085@paramountkasrawad.edu,2025-2026
PAK01086,Priya,Qureshi,12-DIAMOND,"Bharat Kaur",Mother,9765001086,bharat.kaur.1086@paramountkasrawad.edu,2025-2026
PAK01087,Zaid,Tiwari,12-DIAMOND,"Seema Upadhyay",Parent,9765001087,seema.upadhyay.1087@paramountkasrawad.edu,2025-2026
PAK01088,Om,Farooqui,12-DIAMOND,"Jagdish Chauhan",Father,9765001088,jagdish.chauhan.1088@paramountkasrawad.edu,2025-2026
PAK01089,Alok,Sharma,12-DIAMOND,"Kavita Rajak",Father,9765001089,kavita.rajak.1089@paramountkasrawad.edu,2025-2026
PAK01090,Dhruv,Pandey,12-DIAMOND,"Anil Malhotra",Parent,9765001090,anil.malhotra.1090@paramountkasrawad.edu,2025-2026
PAK01091,Anjali,Chauhan,12-DIAMOND,"Ashok Mishra",Father,9765001091,ashok.mishra.1091@paramountkasrawad.edu,2025-2026
PAK01092,Tarun,Dhillon,12-DIAMOND,"Rajesh Kumar",Father,9765001092,rajesh.kumar.1092@paramountkasrawad.edu,2025-2026
PAK01093,Radha,Desai,12-DIAMOND,"Arvind Gupta",Mother,9765001093,arvind.gupta.1093@paramountkasrawad.edu,2025-2026
PAK01094,Ravi,Arora,12-DIAMOND,"Kavita Rajak",Guardian,9765001094,kavita.rajak.1094@paramountkasrawad.edu,2025-2026
PAK01095,Saloni,Rajak,12-DIAMOND,"Sanjeev Mehta",Parent,9765001095,sanjeev.mehta.1095@paramountkasrawad.edu,2025-2026
PAK01096,Chetan,Shukla,12-DIAMOND,"Suresh Jadav",Father,9765001096,suresh.jadav.1096@paramountkasrawad.edu,2025-2026
PAK01097,Aditya,Pandey,12-DIAMOND,"Rajesh Kumar",Father,9765001097,rajesh.kumar.1097@paramountkasrawad.edu,2025-2026
PAK01098,Vaishnavi,Shukla,12-DIAMOND,"Kavita Sharma",Father,9765001098,kavita.sharma.1098@paramountkasrawad.edu,2025-2026
PAK01099,Jatin,More,12-DIAMOND,"Seema Yadav",Guardian,9765001099,seema.yadav.1099@paramountkasrawad.edu,2025-2026
PAK01100,Vijay,Shah,12-DIAMOND,"Ashok Khatri",Mother,9765001100,ashok.khatri.1100@paramountkasrawad.edu,2025-2026
PAK01101,Divya,Grewal,12-DIAMOND,"Kishore Reddy",Father,9765001101,kishore.reddy.1101@paramountkasrawad.edu,2025-2026
PAK01102,Kartik,Kaur,12-DIAMOND,"Priya Qureshi",Parent,9765001102,priya.qureshi.1102@paramountkasrawad.edu,2025-2026
PAK01103,Zaid,Gupta,12-DIAMOND,"Kishore Khanna",Father,9765001103,kishore.khanna.1103@paramountkasrawad.edu,2025-2026
PAK01104,Ajay,Malhotra,12-DIAMOND,"Priya Chandel",Mother,9765001104,priya.chandel.1104@paramountkasrawad.edu,2025-2026
PAK01105,Tushar,Rajak,12-DIAMOND,"Nirmala Nair",Mother,9765001105,nirmala.nair.1105@paramountkasrawad.edu,2025-2026
PAK01106,Chetan,Shah,12-DIAMOND,"Satish Srivastava",Parent,9765001106,satish.srivastava.1106@paramountkasrawad.edu,2025-2026
PAK01107,Keerat,Salve,12-DIAMOND,"Nirmala Shukla",Parent,9765001107,nirmala.shukla.1107@paramountkasrawad.edu,2025-2026
PAK01108,Sneha,Dubey,12-DIAMOND,"Vinod Gupta",Parent,9765001108,vinod.gupta.1108@paramountkasrawad.edu,2025-2026
PAK01109,Pooja,Dubey,12-DIAMOND,"Rekha Singh",Father,9765001109,rekha.singh.1109@paramountkasrawad.edu,2025-2026
PAK01110,Arjun,Desai,12-DIAMOND,"Naresh Tiwari",Guardian,9765001110,naresh.tiwari.1110@paramountkasrawad.edu,2025-2026
PAK01111,Mohit,Dubey,12-DIAMOND,"Anil Upadhyay",Guardian,9765001111,anil.upadhyay.1111@paramountkasrawad.edu,2025-2026
PAK01112,Om,Rao,12-DIAMOND,"Satish Khatri",Parent,9765001112,satish.khatri.1112@paramountkasrawad.edu,2025-2026
PAK01113,Radha,More,12-DIAMOND,"Rekha Rajak",Guardian,9765001113,rekha.rajak.1113@paramountkasrawad.edu,2025-2026
PAK01114,Dhruv,Rao,12-DIAMOND,"Pankaj Naik",Mother,9765001114,pankaj.naik.1114@paramountkasrawad.edu,2025-2026
PAK01115,Tanvi,Mehta,12-DIAMOND,"Jagdish Grewal",Parent,9765001115,jagdish.grewal.1115@paramountkasrawad.edu,2025-2026
PAK01116,Rakesh,Verma,12-DIAMOND,"Rajesh Menon",Father,9765001116,rajesh.menon.1116@paramountkasrawad.edu,2025-2026
PAK01117,Ajay,Jadav,12-DIAMOND,"Seema Khatri",Mother,9765001117,seema.khatri.1117@paramountkasrawad.edu,2025-2026
PAK01118,Divya,Rao,12-DIAMOND,"Priya Grewal",Mother,9765001118,priya.grewal.1118@paramountkasrawad.edu,2025-2026
PAK01119,Anjali,Khanna,12-DIAMOND,"Priya Jadav",Father,9765001119,priya.jadav.1119@paramountkasrawad.edu,2025-2026
PAK01120,Ajay,Mehta,12-DIAMOND,"Anil Kaur",Parent,9765001120,anil.kaur.1120@paramountkasrawad.edu,2025-2026
PAK01121,Keerat,Pandey,12-EMERALD,"Umesh Pillai",Guardian,9765001121,umesh.pillai.1121@paramountkasrawad.edu,2025-2026
PAK01122,Aditya,Singh,12-EMERALD,"Satish Desai",Parent,9765001122,satish.desai.1122@paramountkasrawad.edu,2025-2026
PAK01123,Pooja,Arora,12-EMERALD,"Jagdish Chopra",Parent,9765001123,jagdish.chopra.1123@paramountkasrawad.edu,2025-2026
PAK01124,Imran,Rajput,12-EMERALD,"Kishore Dhillon",Mother,9765001124,kishore.dhillon.1124@paramountkasrawad.edu,2025-2026
PAK01125,Nisha,Choudhary,12-EMERALD,"Jagdish Jadav",Father,9765001125,jagdish.jadav.1125@paramountkasrawad.edu,2025-2026
PAK01126,Laxmi,Shukla,12-EMERALD,"Anil Chauhan",Parent,9765001126,anil.chauhan.1126@paramountkasrawad.edu,2025-2026
PAK01127,Deepak,Trivedi,12-EMERALD,"Kavita Patel",Parent,9765001127,kavita.patel.1127@paramountkasrawad.edu,2025-2026
PAK01128,Laxmi,Kapoor,12-EMERALD,"Gopal Rajak",Mother,9765001128,gopal.rajak.1128@paramountkasrawad.edu,2025-2026
PAK01129,Jagdish,Tiwari,12-EMERALD,"Meena Kaur",Guardian,9765001129,meena.kaur.1129@paramountkasrawad.edu,2025-2026
PAK01130,Anjali,Chaurasia,12-EMERALD,"Naresh Khatri",Parent,9765001130,naresh.khatri.1130@paramountkasrawad.edu,2025-2026
PAK01131,Jagdish,Chauhan,12-EMERALD,"Seema Arora",Mother,9765001131,seema.arora.1131@paramountkasrawad.edu,2025-2026
PAK01132,Gaurav,Gupta,12-EMERALD,"Ramesh Kumar",Father,9765001132,ramesh.kumar.1132@paramountkasrawad.edu,2025-2026
PAK01133,Chetan,Sharma,12-EMERALD,"Rekha Kapoor",Guardian,9765001133,rekha.kapoor.1133@paramountkasrawad.edu,2025-2026
PAK01134,Rahul,Qureshi,12-EMERALD,"Rekha Gupta",Mother,9765001134,rekha.gupta.1134@paramountkasrawad.edu,2025-2026
PAK01135,Aarav,Malhotra,12-EMERALD,"Rekha Rao",Parent,9765001135,rekha.rao.1135@paramountkasrawad.edu,2025-2026
PAK01136,Priya,Qureshi,12-EMERALD,"Arvind Nair",Father,9765001136,arvind.nair.1136@paramountkasrawad.edu,2025-2026
PAK01137,Kavya,Kaur,12-EMERALD,"Rajesh Jadav",Mother,9765001137,rajesh.jadav.1137@paramountkasrawad.edu,2025-2026
PAK01138,Arjun,Chaurasia,12-EMERALD,"Kavita Gupta",Guardian,9765001138,kavita.gupta.1138@paramountkasrawad.edu,2025-2026
PAK01139,Chetan,Rajput,12-EMERALD,"Satish Kumar",Mother,9765001139,satish.kumar.1139@paramountkasrawad.edu,2025-2026
PAK01140,Om,Dubey,12-EMERALD,"Bharat Pandey",Father,9765001140,bharat.pandey.1140@paramountkasrawad.edu,2025-2026
PAK01141,Lakshmi,Kapoor,12-EMERALD,"Gopal Soni",Parent,9765001141,gopal.soni.1141@paramountkasrawad.edu,2025-2026
PAK01142,Waqar,Khan,12-EMERALD,"Deepa Chandel",Guardian,9765001142,deepa.chandel.1142@paramountkasrawad.edu,2025-2026
PAK01143,Rahul,Gupta,12-EMERALD,"Ashok Kaur",Parent,9765001143,ashok.kaur.1143@paramountkasrawad.edu,2025-2026
PAK01144,Ujjwal,Desai,12-EMERALD,"Mahesh Tiwari",Guardian,9765001144,mahesh.tiwari.1144@paramountkasrawad.edu,2025-2026
PAK01145,Pinkesh,Jadav,12-EMERALD,"Meena Rao",Mother,9765001145,meena.rao.1145@paramountkasrawad.edu,2025-2026
PAK01146,Isha,Pillai,12-EMERALD,"Harish Koshal",Mother,9765001146,harish.koshal.1146@paramountkasrawad.edu,2025-2026
PAK01147,Kartik,Mishra,12-EMERALD,"Mahesh Mirza",Guardian,9765001147,mahesh.mirza.1147@paramountkasrawad.edu,2025-2026
PAK01148,Alok,Chaurasia,12-EMERALD,"Satish Menon",Mother,9765001148,satish.menon.1148@paramountkasrawad.edu,2025-2026
PAK01149,Sanskriti,Soni,12-EMERALD,"Jagdish More",Parent,9765001149,jagdish.more.1149@paramountkasrawad.edu,2025-2026
PAK01150,Waqar,Nair,12-EMERALD,"Naresh Pandey",Mother,9765001150,naresh.pandey.1150@paramountkasrawad.edu,2025-2026
PAK01151,Keerat,Salve,12-EMERALD,"Geeta Verma",Mother,9765001151,geeta.verma.1151@paramountkasrawad.edu,2025-2026
PAK01152,Bhavna,Soni,12-EMERALD,"Pankaj Patel",Mother,9765001152,pankaj.patel.1152@paramountkasrawad.edu,2025-2026
PAK01153,Harsh,Chauhan,12-EMERALD,"Sanjeev Pillai",Mother,9765001153,sanjeev.pillai.1153@paramountkasrawad.edu,2025-2026
PAK01154,Aryan,Sidhu,12-EMERALD,"Pankaj Qureshi",Parent,9765001154,pankaj.qureshi.1154@paramountkasrawad.edu,2025-2026
PAK01155,Sunita,Kapoor,12-EMERALD,"Vinod Koshal",Parent,9765001155,vinod.koshal.1155@paramountkasrawad.edu,2025-2026
PAK01156,Rohit,Verma,12-SAPPHIRE,"Suresh Shah",Mother,9765001156,suresh.shah.1156@paramountkasrawad.edu,2025-2026
PAK01157,Sanjay,Desai,12-SAPPHIRE,"Rekha Verma",Father,9765001157,rekha.verma.1157@paramountkasrawad.edu,2025-2026
PAK01158,Rahul,Joshi,12-SAPPHIRE,"Meena Bhat",Guardian,9765001158,meena.bhat.1158@paramountkasrawad.edu,2025-2026
PAK01159,Bhoomika,Mirza,12-SAPPHIRE,"Geeta Arora",Father,9765001159,geeta.arora.1159@paramountkasrawad.edu,2025-2026
PAK01160,Rahul,Choudhary,12-SAPPHIRE,"Rajesh Gaikwad",Parent,9765001160,rajesh.gaikwad.1160@paramountkasrawad.edu,2025-2026
PAK01161,Anjali,Yadav,12-SAPPHIRE,"Seema Sharma",Guardian,9765001161,seema.sharma.1161@paramountkasrawad.edu,2025-2026
PAK01162,Anjali,Shah,12-SAPPHIRE,"Satish Chopra",Parent,9765001162,satish.chopra.1162@paramountkasrawad.edu,2025-2026
PAK01163,Bhoomika,Verma,12-SAPPHIRE,"Sanjeev Gupta",Guardian,9765001163,sanjeev.gupta.1163@paramountkasrawad.edu,2025-2026
PAK01164,Bhavna,Khanna,12-SAPPHIRE,"Satish Pillai",Guardian,9765001164,satish.pillai.1164@paramountkasrawad.edu,2025-2026
